date,hour,open,high,low,close,volume,ohlc4,SMA48,average_true_range,EMA9,EMA48,10x short,25x short,50x short,100x short,10x long,25x long,50x long,100x long
2021-01-01 23:00:00,23.0,29344.0,29408.0,29306.0,29399.0,1238365.4852,29364.25,,288.60714285714283,29267.97363137098,29253.667889336775,32340.302355106054,30329.506353752313,29713.6788135746,29418.035326724475,26728.74304234793,28278.235392628965,28835.44200135072,29119.435098796315
2021-01-02 00:00:00,0.0,29399.0,29404.5,29023.5,29271.0,3879419.4909,29274.5,,302.39285714285717,29269.278905096788,29254.518179567924,32341.74464651579,30330.858969012217,29715.00396456527,29419.347292802497,26729.935073147753,28279.496526663566,28836.727985317033,29120.73374809891
2021-01-02 01:00:00,1.0,29271.0,29489.0,29173.5,29446.5,4487456.6234,29345.0,,310.5357142857143,29284.42312407743,29258.211315095763,32358.478590140807,30346.552460183866,29730.37880616998,29434.569158674713,26743.76541011638,28294.128622297034,28851.648398105845,29135.80110832286
2021-01-02 02:00:00,2.0,29446.5,29559.5,29401.0,29402.5,4132007.029,29452.375,,289.0357142857143,29318.01349926195,29266.1363634592,32395.595026808784,30381.361139131557,29764.48070991061,29468.33175721542,26774.4415518374,28326.58309107435,28884.74236380488,29169.221008260218
2021-01-02 03:00:00,3.0,29403.0,29459.0,29340.5,29429.0,3275100.3572,29407.875,,278.25,29335.985799409562,29271.92161393025,32415.45392199951,30399.98528436224,29782.726699908184,29486.39620429003,26790.854611332932,28343.947632279767,28902.449063457694,29187.102096794602
2021-01-02 04:00:00,4.0,29429.0,29467.5,29294.0,29431.0,3056482.19735,29405.375,,272.0357142857143,29349.86363952765,29277.36869091269,32430.788551964255,30414.366465831765,29796.815877693047,29500.345198367806,26803.528437924797,28357.35617345667,28916.121812342513,29200.90950518303
2021-01-02 05:00:00,5.0,29431.0,29679.0,29430.0,29676.5,4622339.33935,29554.125,,263.89285714285717,29390.715911622123,29288.664866793806,32475.929184112843,30456.700426551422,29838.290265606214,29541.40692675354,26840.836448969978,28396.826967750843,28956.370356277952,29241.554447018643
2021-01-02 06:00:00,6.0,29676.5,29828.5,29542.5,29785.5,10339821.6321,29708.25,,267.35714285714283,29454.2227292977,29305.79079059814,32546.10246331237,30522.5106003085,29902.764192180406,29605.239354286736,26898.833542737626,28458.186211881835,29018.938649554384,29304.73895985601
2021-01-02 07:00:00,7.0,29785.0,29893.0,29711.5,29826.5,8590749.4308,29804.0,,251.07142857142858,29524.17818343816,29326.12586036964,32623.401307666478,30595.00329889965,29973.78495780524,29675.55348150036,26962.719802226635,28525.77602264557,29087.86027924942,29374.339381542417
2021-01-02 08:00:00,8.0,29826.5,29926.0,29705.0,29910.0,6447098.96205,29841.875,,222.42857142857142,29587.71754675053,29347.176845660673,32693.61054889561,30660.847198705214,30038.291925635058,29739.418621537156,27020.746618037014,28587.16671183626,29150.460637192642,29437.5562748435
2021-01-02 09:00:00,9.0,29910.0,29959.0,29639.0,29672.5,9898570.18825,29795.125,,232.32142857142858,29629.199037400427,29365.46044379697,32739.44645016622,30703.83319937868,30080.40511411211,29781.112794584926,27058.62925789994,28627.2454467637,29191.32910088712,29478.8272418737
2021-01-02 10:00:00,10.0,29672.5,29903.5,29535.0,29741.5,11429199.5473,29713.125,,230.46428571428572,29645.984229920345,29379.65083384607,32757.993624221373,30721.227181264603,30097.445918700858,29797.984047536564,27073.958200840498,28643.463024077628,29207.866236374724,29495.527247496248
2021-01-02 11:00:00,11.0,29741.5,29839.5,29689.5,29818.0,5394919.4713,29772.125,,230.82142857142858,29671.212383936276,29395.670187566637,32785.870037498644,30747.370346047956,30123.058257803325,29823.341550430898,27096.99761090071,28667.838052112344,29232.72156052835,29520.62736555642
2021-01-02 12:00:00,12.0,29817.5,30966.0,29800.0,30658.0,31839415.6181,30310.375,,299.35714285714283,29799.044907149022,29433.00507787004,32927.121444363554,30879.83928201971,30252.837469186823,29951.829491931094,27213.739641231983,28791.347736375865,29358.664933151744,29647.81112313706
2021-01-02 13:00:00,13.0,30658.0,31597.0,30577.0,31594.5,41786834.23295,31106.625,,364.92857142857144,30060.56092571922,29501.31609509983,33216.08942068421,31150.84033753287,30518.33596519718,30214.686345968857,27452.56705545134,29044.020218086203,29616.316182974602,29907.999916046458
2021-01-02 14:00:00,14.0,31594.5,31621.5,31127.5,31331.5,20908274.7807,31418.75,,373.0,30332.198740575375,29579.578703463103,33516.24170229323,31432.330301114376,30794.11039652322,30487.716892400244,27700.63811924692,29306.472213116303,29883.93964588707,30178.259135892287
2021-01-02 15:00:00,15.0,31331.5,31881.0,31291.0,31760.0,6232179.782,31565.875,,392.60714285714283,30578.9339924603,29660.652021689097,33788.87733973513,31688.01449995886,31044.60303803076,30735.71719634062,27925.967116402102,29544.86376083121,30127.028564000295,30423.742176308424
2021-01-02 16:00:00,16.0,31760.0,33100.0,31760.0,32553.0,23708330.5236,32293.25,,477.0,30921.797193968243,29768.105000395663,34167.73170604226,32043.313154371237,31392.687506566745,31080.33831364898,28239.08419540479,29876.13255455869,30464.82482164359,30764.86530528975
2021-01-02 17:00:00,17.0,32553.0,33025.5,32462.0,32936.0,5997557.7878,32744.125,,508.7857142857143,31286.262755174597,29889.575204461144,34570.45608306585,32420.99767375606,31762.703304745788,31446.672549492716,28571.929456780457,30228.27319340541,30823.904192290247,31127.481159361694
2021-01-02 18:00:00,18.0,32942.5,33349.5,32520.5,33018.5,7124381.29515,32957.75,,555.6071428571429,31620.560204139678,30014.80682876885,34939.845529436105,32767.419900662877,32102.09157780678,31782.683996241714,28877.223930721168,30551.265897719495,31153.261284866676,31460.08200803807
2021-01-02 19:00:00,19.0,33018.5,33295.5,32699.5,33087.0,5019370.51415,33025.125,,580.3928571428571,31901.473163311744,30137.676958206855,35250.24658929474,33058.52141275828,32387.28239930126,32065.037242173337,29133.7654459468,30822.679384842264,31430.02282099679,31739.569299712206
2021-01-02 20:00:00,20.0,33087.0,33126.5,30076.0,31007.0,19400360.03825,31824.125,,777.8571428571429,31886.0035306494,30206.511572157597,35233.15307254077,33042.49070533617,32371.577188476545,32049.48829417016,29119.6379275337,30807.73287985449,31414.781803595466,31724.178177320642
2021-01-02 21:00:00,21.0,31007.0,31935.5,29800.0,31696.0,10084774.438,31109.625,,917.4285714285714,31730.72782451952,30243.37334472259,35061.5777066514,32881.58323784406,32213.93687768479,31893.416464058402,28977.83362969819,30657.708043014027,31261.800812334503,31569.690514320213
2021-01-02 22:00:00,22.0,31696.0,32311.0,31452.5,32166.0,4136775.3967,31906.375,,962.9642857142857,31765.85725961562,30311.250963305338,35100.39476200621,32917.986797529134,32249.60127879758,31928.726013522984,29009.915305585044,30691.649526198664,31296.411093217357,31604.641663252565
2021-01-02 23:00:00,23.0,32166.0,32262.0,31622.0,32201.5,2610383.42885,32062.875,,985.8214285714286,31825.2608076925,30382.745821945933,35166.03404164917,32979.544878437824,32309.909449434006,31988.43413332207,29064.165121180366,30749.044258640093,31354.936756347288,31663.74373108444
2021-01-03 00:00:00,0.0,32201.5,32516.5,31978.0,32478.0,5520683.9571,32293.5,,997.9642857142857,31918.908646154003,30460.73578839712,35269.51231619227,33076.58927062591,32404.983397110664,32082.562119592323,29149.688261327858,30839.525261984545,31447.200636604928,31756.916295354466
2021-01-03 01:00:00,1.0,32478.0,32828.0,32255.5,32606.0,3504629.99615,32541.875,,1028.142857142857,32043.501916923204,30545.680246013566,35407.184438589175,33205.7014683142,32531.4740273332,32207.79420047106,29263.472070249503,30959.905233742225,31569.95262751054,31880.877240092428
2021-01-03 02:00:00,2.0,32606.0,32930.5,32595.0,32765.0,2171278.09595,32724.125,,968.8214285714286,32179.626533538565,30634.596358421175,35557.59837960062,33346.763247190225,32669.671607653363,32344.616750295118,29387.786788619695,31091.42660245272,31704.0655502843,32016.311007691253
2021-01-03 03:00:00,3.0,32765.0,32780.5,32471.0,32595.0,1623346.1607,32652.875,,918.0714285714286,32274.276226830854,30716.975078485615,35662.18367605619,33444.845830912804,32765.762666833354,32439.751728069994,29474.224864685715,31182.875581479086,31797.31647963631,32110.480342256717
2021-01-03 04:00:00,4.0,32595.0,33279.0,32470.5,33236.5,2566278.89205,32895.25,30343.65625,940.5357142857143,32398.470981464685,30805.884258955586,35799.41544913225,33573.545058512624,32891.848712146886,32564.58324955585,29587.64473193122,31302.87051349245,31919.67584380757,32234.044793377256
2021-01-03 05:00:00,5.0,33236.5,34190.0,33149.5,33757.0,13145374.0283,33583.25,30434.125,972.7142857142857,32635.426785171752,30919.24612593699,36061.245066488125,33819.09511416762,33132.4129798698,32802.75396448554,29804.042726184252,31531.813319006524,32153.129837607637,32469.798017506695
2021-01-03 06:00:00,6.0,33757.0,34118.0,33662.0,33986.5,2892029.68255,33880.875,30531.052083333332,909.5714285714286,32884.5164281374,31040.128937123234,36336.4822410358,34077.219096515444,33385.295866129345,33053.1207308554,30031.521852180278,31772.479640712467,32398.53835284473,32717.62350018193
2021-01-03 07:00:00,7.0,33986.5,34809.5,33790.5,34471.0,10568561.39515,34264.375,30637.979166666668,942.1071428571429,33160.48814250992,31171.730817240652,36641.423361889414,34363.200147678675,33665.47019544154,33330.50739741593,30283.550815077557,32039.118978270457,32670.431667497458,32992.19462447598
2021-01-03 08:00:00,8.0,34471.0,34695.5,33800.5,34390.0,10437599.6129,34339.25,30747.0859375,946.8214285714286,33396.24051400794,31301.017314496134,36901.92321989828,34607.50312332429,33904.812704576594,33567.4685099425,30498.849784482143,32266.899047350667,32902.700013800924,33226.75052396148
2021-01-03 09:00:00,9.0,34390.0,34618.5,33837.0,34203.5,5111391.4989,34262.25,30852.7734375,960.0714285714286,33569.44241120636,31421.88395472078,37093.30653171973,34786.98695461798,34080.65219411813,33741.55844164099,30657.025033065172,32434.243875561697,33073.34227705059,33399.07340042641
2021-01-03 10:00:00,10.0,34203.5,34376.0,33438.0,33891.5,5045638.8704,33977.25,30950.083333333332,809.1785714285714,33651.00392896509,31526.184609630134,37183.429755762525,34871.50666213999,34163.455765446786,33823.538138662305,30731.510437411038,32513.047274362405,33153.698452182354,33480.220983543986
2021-01-03 11:00:00,11.0,33891.5,34465.5,33796.0,34430.0,4124197.69735,34145.75,31049.682291666668,704.4642857142857,33749.953143172075,31633.10564597176,37292.76590405754,34974.044707950336,34263.91182047926,33922.994681699936,30821.875016595506,32608.6503798764,33251.18536273111,33578.66801843159
2021-01-03 12:00:00,12.0,34430.0,34605.0,33971.5,34131.5,8842985.89375,34284.5,31151.421875,688.3928571428571,33856.862514537665,31741.325823687195,37410.89780611896,35084.83162128255,34372.449253337734,34030.45219492592,30919.509145696502,32711.9444584905,33356.51479264795,33685.034811710255
2021-01-03 13:00:00,13.0,34131.5,34414.0,33822.0,33904.5,4598568.33135,34068.0,31248.395833333332,684.9642857142857,33899.090011630135,31836.29211659792,37457.5580239007,35128.59068562708,34415.31980876155,34072.8961993135,30958.073069981863,32752.743972589502,33398.11823805924,33727.047999109425
2021-01-03 14:00:00,14.0,33904.5,34205.0,33461.0,33895.0,7102649.63965,33866.375,31339.973958333332,699.6428571428571,33892.54700930411,31919.152642451063,37450.32818707636,35121.810372335865,34408.67716680621,34066.31964994271,30952.097725391883,32746.4222312117,33391.67193034888,33720.53820331749
2021-01-03 15:00:00,15.0,33895.0,33962.0,32786.0,33529.5,7942579.4807,33543.125,31428.390625,742.75,33822.662607443286,31985.437228473467,37373.10785352849,35049.39130305004,34337.72853547542,33996.07693930539,30888.276353829486,32678.901069993513,33322.82030289979,33651.00847331175
2021-01-03 16:00:00,16.0,33529.5,33856.5,32561.5,32661.5,18590195.35145,33152.25,31508.427083333332,811.2857142857143,33688.58008595463,32033.06223955618,37224.950371220584,34910.44568492708,34201.60414817729,33861.30695476428,30765.826562515645,32549.352740052782,33190.71929650702,33517.60643695803
2021-01-03 17:00:00,17.0,32647.5,33259.0,32460.5,32918.0,8667141.24125,32821.25,31583.130208333332,846.2142857142857,33515.11406876371,32065.23316855389,37033.275214103545,34730.68815415928,34025.496516511375,33686.95154888681,30607.41010846001,32381.752723443195,33019.816816515966,33345.02078094173
2021-01-03 18:00:00,18.0,32917.5,33034.5,32301.5,32771.0,9115111.78395,32756.125,31659.846354166668,840.8214285714286,33363.31625501097,32093.432835143525,36865.542823216536,34573.38472021862,33871.38706092485,33534.375442876146,30468.781968046547,32235.088169092727,32870.262320207854,33193.99335959084
2021-01-03 19:00:00,19.0,32771.0,32922.5,32459.0,32770.5,2163890.67235,32730.75,31735.283854166668,799.6071428571429,33236.803004008776,32119.44578064787,36725.7491757003,34442.28290570858,33742.94721219165,33407.21353771124,30353.244752519433,32112.85314396983,32745.618723161355,33068.12217875352
2021-01-03 20:00:00,20.0,32770.5,33852.5,32731.5,33739.0,3616912.43765,33273.375,31820.669270833332,847.1071428571429,33244.11740320703,32166.54493245816,36733.83138475914,34449.86259399692,33750.37299817972,33414.56543903239,30359.92456913884,32119.92019633529,32752.82502779017,33075.399456484556
2021-01-03 21:00:00,21.0,33739.0,33877.0,33538.0,33584.5,2355018.4334,33684.625,31912.440104166668,798.5357142857143,33332.218922565626,32228.50738419456,36831.18112990677,34541.15950524935,33839.816165041244,33503.11866931313,30440.382577685505,32205.042437261476,32839.62455425185,33163.05384989696
2021-01-03 22:00:00,22.0,33584.5,33669.5,33031.0,33156.0,3162868.0626,33360.25,31997.169270833332,780.2142857142857,33337.8251380525,32274.700960349885,36837.37584315194,34546.96905497669,33845.50775436802,33508.75362878519,30445.50240918037,32210.45907058213,32845.147919263545,33168.63161315711
2021-01-03 23:00:00,23.0,33156.0,33636.0,32666.0,33045.5,4150534.43245,33125.875,32075.536458333332,793.6785714285714,33295.435110442006,32309.442757886623,36790.53603363757,34503.04156522488,33802.47219334214,33466.146260559,30406.790055198177,32169.50252216619,32803.38434526306,33126.45672010209
2021-01-04 00:00:00,0.0,33045.5,33159.0,32505.0,32883.5,8352434.16735,32898.25,32151.03125,773.3928571428571,33215.998088353605,32333.475706544312,36702.760318622764,34420.72340762032,33721.82547040975,33386.30195184534,30334.24482954667,32092.751776187055,32725.121269313895,33047.42285058044
2021-01-04 01:00:00,1.0,32883.5,33366.5,32633.0,33227.0,3617587.9832,33027.5,32227.75,777.9642857142857,33178.29847068289,32361.803228726178,36661.10328252252,34381.65644630351,33683.55174688618,33348.409042059044,30299.81595496154,32056.327024814385,32687.978788850138,33009.91456306323
2021-01-04 02:00:00,2.0,33227.0,33633.0,33001.5,33499.0,4281958.68105,33340.125,32308.744791666668,777.8214285714286,33210.66377654631,32401.734729594493,36696.866051432386,34415.19562336405,33716.409925427724,33380.94029014756,30329.373311914438,32087.59785173556,32719.865789700794,33042.11561105557
2021-01-04 03:00:00,3.0,33499.0,33591.0,33220.5,33581.5,3918925.5095,33473.0,32393.434895833332,762.0,33263.13102123705,32445.459842672266,36754.84090744425,34469.565825116115,33769.67616369244,33433.676542996785,30377.288603869456,32138.29084177493,32771.55765639118,33094.31657808621
2021-01-04 04:00:00,4.0,33581.5,33658.5,33246.5,33319.5,4768317.7882,33451.5,32477.729166666668,738.2857142857143,33300.80481698964,32486.52270623666,36796.46941103828,34508.60602796854,33807.923672070705,33471.54349847174,30411.693896794193,32174.69064443444,32808.67469654152,33131.79917473468
2021-01-04 05:00:00,5.0,33320.0,33399.0,32884.5,32907.0,4953272.8,33127.625,32552.177083333332,691.0357142857143,33266.16885359171,32512.690146798428,36758.19762827813,34472.71383791888,33772.76025745352,33436.72995081557,30380.062879992434,32141.225945499238,32774.55059467164,33097.3389930715
2021-01-04 06:00:00,6.0,32907.0,33461.5,32891.0,33268.5,10792918.7693,33132.0,32623.505208333332,639.2857142857143,33239.335082873375,32537.96809999033,36728.54705289876,34444.906821630444,33745.51785063287,33409.75859895897,30355.557153309022,32115.299596979108,32748.11338214126,33070.64140700934
2021-01-04 07:00:00,7.0,33265.5,33312.0,31676.5,32146.0,16644575.11605,32600.0,32681.755208333332,699.0714285714286,33111.4680662987,32540.500014276437,36587.257531821764,34312.40214124218,33615.70362060782,33281.23598724373,30238.783622190596,31991.756585795847,32622.13602591005,32943.42333112478
2021-01-04 08:00:00,8.0,32146.0,32591.5,31450.5,32045.0,6332360.5969,32058.25,32727.9296875,728.2142857142857,32900.824453038964,32520.816340224337,36354.50215805411,34094.11860418545,33401.85223658778,33069.512369672135,30046.415025606366,31788.236186511076,32414.60537245218,32733.848759869932
2021-01-04 09:00:00,9.0,32045.0,32172.0,30222.0,31021.0,14576734.99545,31365.0,32760.635416666668,834.3928571428571,32593.659562431174,32473.64016307232,36015.09343915046,33775.81301806339,33090.009708051955,32760.772594351856,29765.89914377276,31491.458514426253,32111.97986446421,32428.24276851099
2021-01-04 10:00:00,10.0,31021.0,31177.5,27700.5,30259.5,30602720.9435,30039.625,32767.4375,1002.6785714285714,32082.85264994494,32374.292605395894,35450.665911541364,33246.47942999476,32571.424010096387,32247.346691147253,29299.408812735106,30997.925265647285,31608.721822605854,31920.028263349068
2021-01-04 11:00:00,11.0,30259.5,30888.0,29400.0,30729.5,14428413.7318,30319.25,32778.8359375,1084.75,31730.132119955953,32290.413315379734,35060.919469564586,32880.96592741549,32213.332101478125,31892.81770521995,28977.289607265713,30657.132483049227,31261.21391128665,31569.09783302989
2021-01-04 12:00:00,12.0,30729.5,31425.0,30464.0,31222.0,9898635.0115,30960.125,32792.372395833336,1107.7857142857142,31576.130695964766,32236.115833119336,34890.75215023731,32721.378959548983,32056.98547813682,31738.026690700153,28836.64903741075,30508.338836680934,31109.48837040864,31415.877985031024
2021-01-04 13:00:00,13.0,31222.0,31427.0,30594.0,31427.0,5973335.45225,31167.5,32793.640625,1098.0,31494.404556771813,32192.498860338954,34800.44702405725,32636.688659867166,31974.01477844854,31655.881528203554,28762.013293855536,30429.37638335441,31028.970006671738,31334.566615953063
2021-01-04 14:00:00,14.0,31427.0,32156.0,31424.0,32137.0,5336653.33785,31786.0,32801.291666666664,1103.5714285714287,31552.723645417453,32175.907070121037,34864.88800598613,32697.122948619122,32033.2219750431,31714.49962837025,28815.272735541053,30485.72332890575,31086.427236864485,31392.589728117462
2021-01-04 15:00:00,15.0,32137.0,32214.0,31582.5,31760.5,3401134.4814,31923.5,32808.7421875,1096.2857142857142,31626.878916333964,32165.60474072834,34946.827531860734,32773.96778894711,32108.506514044635,31789.035105508527,28882.994444140608,30557.370933656006,31159.486617077797,31466.36865199802
2021-01-04 16:00:00,16.0,31760.5,31923.0,30709.0,31317.0,6456271.65705,31427.375,32790.703125,1137.892857142857,31586.978133067176,32135.472914576163,34902.73826858251,32732.61982701262,32067.99810463673,31748.929744389563,28846.555372664086,30518.81945223882,31120.175500558795,31426.670370068343
2021-01-04 17:00:00,17.0,31317.0,31526.0,30627.0,31007.0,3581845.72015,31119.25,32756.8515625,1175.642857142857,31493.43250645374,32093.99442826693,34799.372935308,32635.68135383807,31973.027925333747,31654.904494024267,28761.125576670085,30428.43720430313,31028.0123216293,31333.599498908803
2021-01-04 18:00:00,18.0,31006.5,31432.5,30988.0,31160.5,4972328.76485,31146.875,32719.125,1177.9642857142858,31424.121005162993,32055.336492419297,34722.785641064074,32563.855963899474,31902.6609189472,31585.237621312106,28697.827401975337,30361.46957020579,30959.725128239403,31264.639761932933
2021-01-04 19:00:00,19.0,31160.5,31866.0,31080.0,31662.5,4250643.25375,31442.25,32686.1484375,1197.357142857143,31427.7468041304,32030.3125539532,34726.792048762865,32567.613268528912,31906.341933127307,31588.882010344783,28701.138633909042,30364.972757613912,30963.297343970837,31268.247159528764
2021-01-04 20:00:00,20.0,31662.5,31825.5,31230.5,31261.5,3575686.953,31495.0,32679.291666666668,1199.107142857143,31441.19744330432,32008.46306195511,34741.654633485436,32581.551754719505,31919.99740436987,31602.40161314917,28713.42232265235,30377.968544255385,30976.549205225932,31281.629535069875
2021-01-04 21:00:00,21.0,31261.5,31590.0,30813.5,31030.5,1993500.7181,31173.875,32680.630208333332,1137.75,31387.73295464346,31974.398243099797,34682.577850434755,32526.1481395269,31865.718735678638,31548.66300329664,28664.596305610467,30326.31203347194,30923.87483216104,31228.436385203786
2021-01-04 22:00:00,22.0,31030.5,31485.0,30969.5,31355.0,2648807.2712,31210.0,32666.122395833332,1093.0714285714287,31352.18636371477,31943.198314810008,34643.299849408584,32489.312294004943,31829.630826106364,31512.93415917318,28632.133665492944,30291.96750117369,30888.85356031012,31193.070197555524
2021-01-04 23:00:00,23.0,31355.0,32038.0,31175.5,32005.0,2841478.799,31643.375,32657.3828125,1015.3928571428571,31410.424090971817,31930.96062849123,34707.65092925062,32549.662270437115,31888.75542230641,31571.47048079811,28685.31880454047,30348.235836687745,30946.230631499326,31251.01236125029
2021-01-05 00:00:00,0.0,32005.0,32862.0,32003.0,32443.5,8032476.70445,32328.375,32658.109375,828.3928571428571,31594.014272777455,31947.181623246688,34910.51300859387,32739.911163499954,32075.141393682698,31756.001959540765,28852.981071029644,30525.617654857448,31127.107657908826,31433.670800512216
2021-01-05 01:00:00,1.0,32443.5,32811.5,32285.5,32805.0,3127130.05965,32586.375,32659.036458333332,759.6785714285714,31792.486418221968,31973.271148828455,35129.8192466541,32945.5817805409,32276.635957585757,31955.491704187774,29034.234171892207,30717.378181856977,31322.64671746007,31631.13567563414
2021-01-05 02:00:00,2.0,32805.0,32846.5,32274.5,32350.0,2130696.40425,32569.0,32655.8046875,731.8928571428571,31947.789134577575,31997.58661214158,35301.424458096764,33106.51723790422,32434.30368992647,32111.590683011116,29176.063136600525,30867.429115533887,31475.65431978086,31785.650211780114
2021-01-05 03:00:00,3.0,32350.0,32575.0,31100.0,31211.0,7444513.4432,31809.0,32638.223958333332,777.75,31920.031307662062,31989.889199401103,35270.75282614592,33077.752650427006,32406.123154986868,32083.690537169845,29150.713522979055,30840.60995909378,31448.30670705622,31758.033259218573
2021-01-05 04:00:00,4.0,31198.0,31559.5,30389.5,30861.0,10501559.2092,31002.0,32598.78125,809.0357142857143,31736.425046129654,31949.567191262282,35067.872979148786,32887.48709443487,32219.720859014877,31899.142896257024,28983.036571807905,30663.21260495619,31267.413838551383,31575.35882183645
2021-01-05 05:00:00,5.0,30861.0,31348.5,30000.0,30439.0,9719326.6176,30662.125,32537.924479166668,860.25,31521.565036903725,31897.01853039443,34830.458604313506,32664.834235133396,32001.588869953022,31683.18126456641,28786.817385300204,30455.618393143697,31055.72910039776,31361.589253338716
2021-01-05 06:00:00,6.0,30439.0,31274.0,29923.5,31110.5,7933463.86715,30686.75,32471.380208333332,870.0,31354.602029522983,31847.619814868125,34645.969093395564,32491.815574635217,31832.083278703536,31515.362210495714,28634.33975298903,30294.301477799985,30891.23352662363,31195.473603565406
2021-01-05 07:00:00,7.0,31110.5,31306.0,30711.0,30800.5,2356218.58715,30982.0,32402.997395833332,848.2857142857143,31280.08162361839,31812.288393853098,34563.62610344573,32414.592356081233,31756.428044282628,31440.459726262452,28566.28458777935,30222.30108562163,30817.8144075058,31121.33139780132
